node,positions
JOHN H BOYD,"(1008.1, 959.58)"
JOHN H COCHRANE,"(1053.8, 1029.4)"
JOHN H ROGERS,"(1036.4, 882.71)"
JOHN H WELCH,"(1054.4, 633.79)"
JOHN HANSON,"(1265.7, 627.88)"
JOHN HARRIS,"(865.11, 1093.2)"
JOHN HEANEY,"(1038.7, 1411.1)"
JOHN HERZOG,"(989.61, 1413.5)"
JOHN HULL,"(1168.2, 1096.9)"
JOHN ILLUZI,"(1232.1, 1121.3)"
JOHN J MCCONNELL,"(942.23, 1084.8)"
JOHN J MERRICK,"(1050.6, 1029.7)"
JOHN J SEATER,"(757.41, 1050.1)"
JOHN K WALD,"(916.5, 1143.5)"
JOHN KAMBHU,"(1130.7, 831.79)"
JOHN KNIGHT,"(753.27, 1216.3)"
JOHN KRAINER,"(1039.0, 933.12)"
JOHN L TEALL,"(1090.9, 833.21)"
JOHN LAITNER,"(1258.4, 908.14)"
JOHN LEAHY,"(1126.7, 720.15)"
JOHN M BARRON,"(127.19, 1106.6)"
JOHN M BIZJAK,"(1011.7, 1127.3)"
JOHN M GRIFFIN,"(962.84, 1077.4)"
JOHN M MAHEU,"(1092.2, 1233.8)"
JOHN M SEQUEIRA,"(770.51, 1027.0)"
JOHN MACFARLANE,"(1146.0, 1136.8)"
JOHN MAJOR,"(1254.5, 889.41)"
JOHN MCMAHON,"(976.67, 1225.8)"
JOHN MCMILLAN,"(1060.9, 881.69)"
JOHN MOORE,"(1030.2, 961.56)"
JOHN MORGAN,"(742.8, 937.83)"
JOHN MR CHALMERS,"(875.25, 1066.9)"
JOHN MUELLBAUER,"(1242.3, 815.82)"
JOHN OS WILSON,"(1037.5, 852.16)"
JOHN P BONIN,"(963.87, 870.87)"
JOHN QUELCH,"(837.14, 1006.9)"
JOHN R BIRGE,"(1136.8, 1147.7)"
JOHN R GRAHAM,"(979.21, 1083.0)"
JOHN R ROBINSON,"(814.55, 1150.5)"
JOHN RIES,"(784.45, 1153.4)"
JOHN RM HAND,"(1039.4, 1127.5)"
JOHN RUST,"(1259.8, 787.53)"
JOHN S HOWE,"(1144.8, 923.67)"
JOHN SLEATH,"(1074.9, 1405.4)"
JOHN STOWE,"(811.95, 1146.5)"
JOHN T SCRUGGS,"(1137.4, 1050.1)"
JOHN TRIMBLE,"(1101.5, 770.65)"
JOHN VICKERS,"(936.96, 710.0)"
JOHN W COONEY,"(950.82, 1097.0)"
JOHN WALLIS,"(1186.3, 834.83)"
JOHN WEI,"(866.38, 1186.2)"
JOHN WHITMORE,"(1072.6, 1184.2)"
JOHN Y CAMPBELL,"(1033.7, 1023.3)"
JON A GARFINKEL,"(941.04, 999.05)"
JON DANIELSSON,"(781.81, 874.93)"
JON FAUST,"(1084.5, 860.57)"
JONAS AGELL,"(731.47, 679.25)"
JONAS DM FISHER,"(1125.1, 774.08)"
JONATHAN A PARKER,"(1136.0, 1028.1)"
JONATHAN A SCOTT,"(965.78, 843.73)"
JONATHAN B BERK,"(1003.5, 1079.5)"
JONATHAN CLARKE,"(1269.5, 1157.0)"
JONATHAN CROOK,"(1477.0, 94.639)"
JONATHAN E INGERSOLL,"(1023.7, 1090.3)"
JONATHAN FLETCHER,"(1215.5, 1240.1)"
JONATHAN H WRIGHT,"(1090.5, 854.62)"
JONATHAN LEVIN,"(1183.0, 1222.6)"
JONATHAN LEWELLEN,"(1031.5, 1079.6)"
JONATHAN M KARPOFF,"(918.98, 1050.6)"
JONATHAN MEER,"(912.12, 1356.0)"
JONATHAN PRICE,"(1131.6, 1193.8)"
JONATHAN R MACEY,"(901.4, 1151.4)"
JONATHAN R STROUD,"(1112.2, 1088.9)"
JONATHAN SOKOBIN,"(871.16, 1183.1)"
JONATHAN SPRING,"(1046.6, 1269.6)"
JONATHAN TAWN,"(1071.1, 1323.5)"
JONATHAN WANG,"(1029.2, 1258.9)"
JONATHAN WILLIAMS,"(932.81, 863.82)"
JONATHAN WILLIS,"(826.55, 1150.3)"
JONATHAN ZINMAN,"(1016.2, 858.15)"
JOON CHAE,"(1092.7, 1157.1)"
JOONGHYUK KIM,"(1056.0, 1058.9)"
JOOST DRIESSEN,"(1073.2, 1002.8)"
JOOST ME PENNINGS,"(651.3, 1998.0)"
JORDAN I SIEGEL,"(907.17, 1002.4)"
JORDI GALI,"(1170.3, 859.31)"
JORG BAUMBERGER,"(1482.8, 1453.1)"
JORG DECRESSIN,"(749.52, 839.77)"
JORG DOPKE,"(973.03, 777.65)"
JORG ROCHOLL,"(766.29, 1182.3)"
JORGE BARROS LUIS,"(600.04, 1030.5)"
JORGE BELAIRE-FRANCH,"(422.65, 1378.4)"
JORGE CHAN-LAU,"(577.04, 904.3)"
JORGE MARTINEZ-PAGES,"(775.6, 834.6)"
JORGE PEREZ,"(830.3, 804.33)"
JORGE RODRIGUEZ,"(1171.7, 1050.9)"
JORGE ROLDOS,"(572.74, 921.05)"
JORIM SCHRAVEN,"(1208.0, 711.84)"
JORN KLEINERT,"(954.23, 778.73)"
JORN ROTHE,"(1019.2, 774.33)"
JORN-STEFFEN PISCHKE,"(747.84, 1003.5)"
JOS VAN BOMMEL,"(870.71, 1080.7)"
JOSE A LOPEZ,"(1026.8, 903.17)"
JOSE A SCHEINKMAN,"(1066.4, 1158.0)"
JOSE ANTONIO GONZALEZ,"(1137.0, 790.05)"
JOSE ANTONIO NOVO,"(721.87, 724.2)"
JOSE CARLOS SOUZA SANTOS,"(1127.3, 737.81)"
JOSE ENRIQUE GALDON,"(1832.7, 1239.9)"
JOSE M MARIN,"(816.18, 1140.0)"
JOSE MANUEL CAMPA,"(799.08, 888.57)"
JOSE MIGUEL GASPAR,"(1047.7, 1136.2)"
JOSE MIGUEL RODRIGUEZ,"(738.34, 709.23)"
JOSE PINERA,"(1274.6, 799.98)"
JOSE TAVARES,"(1148.3, 1179.6)"
JOSE WYNNE,"(834.87, 1195.0)"
JOSE-VICTOR RIOS-RULL,"(931.91, 886.9)"
JOSEF C BRADA,"(1282.9, 752.84)"
JOSEF LAKONISHOK,"(1095.4, 1030.4)"
JOSEF PERKTOLD,"(876.06, 1222.0)"
JOSEF ZECHNER,"(1123.9, 975.07)"
JOSEP TRIBO,"(924.79, 701.85)"
JOSEPH ANTHONY,"(1002.3, 1322.0)"
JOSEPH BERLINER,"(786.24, 814.37)"
JOSEPH CHEN,"(919.89, 962.5)"
JOSEPH D PIOTROSKI,"(1076.2, 1143.0)"
JOSEPH DJIVRE,"(704.76, 1040.1)"
JOSEPH E STIGLITZ,"(766.15, 1119.8)"
JOSEPH F SINKEY,"(949.71, 947.54)"
JOSEPH G HAUBRICH,"(946.68, 920.81)"
JOSEPH GOLEC,"(867.18, 1159.6)"
JOSEPH HILLIER,"(1065.7, 1320.3)"
JOSEPH KIHANDA,"(1292.3, 1288.2)"
JOSEPH LANGSAM,"(1158.9, 1158.5)"
JOSEPH LEVIN,"(969.11, 1288.9)"
JOSEPH P DANIELS,"(1005.1, 623.0)"
JOSEPH P DEJUAN,"(776.51, 1308.1)"
JOSEPH P HUGHES,"(1006.4, 852.22)"
JOSEPH P OGDEN,"(1083.0, 972.66)"
JOSEPH PEEK,"(837.84, 875.21)"
JOSEPH R MASON,"(868.36, 923.62)"
JOSEPH VU,"(710.94, 1084.5)"
JOSHUA AIZENMAN,"(708.83, 1088.0)"
JOSHUA D COVAL,"(981.36, 1064.1)"
JOSHUA D RAUH,"(820.47, 903.1)"
JOSHUA GANS,"(1242.5, 1146.6)"
JOSHUA LERNER,"(947.88, 1045.7)"
JOSHUA RONEN,"(759.43, 1139.7)"
JOSHUA SLIVE,"(901.65, 1256.3)"
JOSHUA V ROSENBERG,"(1120.3, 1001.5)"
JOSHUA WHITE,"(1068.6, 1134.9)"
JOSZEF SAKOVICS,"(1233.3, 865.99)"
JOYCE BERG,"(856.97, 1237.7)"
JUAN A LAFUENTE,"(1981.7, 226.64)"
JUAN AYUSO,"(838.31, 853.0)"
JUAN FERNANDEZ DE GUEVARA,"(2008.9, 942.0)"
JUAN M BLANCO,"(852.97, 744.26)"
JUAN MIGUEL CRIVELLI,"(967.36, 852.28)"
JUDITH A CHEVALIER,"(1032.7, 1140.4)"
JUERG M BLUM,"(761.24, 919.22)"
JUHA KINNUNEN,"(797.82, 1168.5)"
JUHA TARKKA,"(908.41, 801.29)"
JUKKA VESALA,"(878.95, 811.69)"
JULAN DU,"(1117.7, 944.97)"
JULAPA JAGTIANI,"(838.54, 914.22)"
JULIAN ABDEY,"(902.27, 1009.0)"
JULIAN R FRANKS,"(973.74, 1003.0)"
JULIAN WRIGHT,"(886.81, 862.16)"
JULIANE GODEHARDT,"(719.65, 807.06)"
JULIE ADILETTA,"(1017.3, 697.77)"
JULIE ANN ELSTON,"(719.91, 1277.0)"
JULIE K SMITH,"(874.43, 836.03)"
JULIE WALKER,"(941.34, 754.06)"
JULIE WU,"(800.56, 1128.2)"
JULIE WULF,"(785.61, 1150.7)"
JULIO J ROTEMBERG,"(976.98, 890.58)"
JULIO SEGURA,"(764.02, 913.87)"
JUN CAI,"(820.63, 1234.0)"
JUN LIU,"(1046.3, 1078.6)"
JUN MURANAGA,"(1189.7, 1226.3)"
JUN PAN,"(1057.2, 1080.8)"
JUN QJ QIAN,"(981.01, 1004.9)"
JUN TU,"(1064.0, 1117.9)"
JUN WANG,"(1061.1, 860.77)"
JUN YANG,"(1114.0, 949.45)"
JUN YU,"(888.44, 1130.8)"
JUN-KOO KANG,"(1000.2, 954.7)"
JUNCAL CUNADO EIZAGUIRRE,"(1782.9, 1162.0)"
JUNE LAI,"(1565.3, 574.4)"
JUNE ZHANG,"(1128.9, 1333.4)"
JURE SKARABOT,"(1167.0, 1144.7)"
JURGEN EICHBERGER,"(923.13, 863.79)"
JURGEN VON HAGEN,"(836.21, 964.25)"
JURGEN WEIGAND,"(1015.7, 849.92)"
JURO TERANISHI,"(699.92, 1318.3)"
JUSHAN BAI,"(1103.3, 884.0)"
JYOTSNA JALAN,"(686.77, 1239.3)"
K ALEC CHRYSTAL,"(740.23, 1057.2)"
K BASU,"(784.16, 1149.1)"
K BEN NOWMAN,"(1764.2, 1677.8)"
K BURDETT,"(1531.5, 776.74)"
K GEERT ROUWENHORST,"(1060.4, 1002.1)"
KAI LEITEMO,"(889.76, 866.91)"
KAI LI,"(1008.6, 1114.8)"
KAI-UWE KUHN,"(696.02, 1072.3)"
KALIN NIKOLOV,"(956.7, 803.49)"
KALOK CHAN,"(905.24, 1035.1)"
KALPANA NARAYANAN,"(1184.3, 1200.1)"
KALYAN CHATTERJEE,"(1180.9, 882.43)"
KANAKO TOI,"(1627.6, 1002.5)"
KANGMAO WANG,"(1945.8, 630.41)"
KARAN BHANOT,"(975.59, 1181.9)"
KAREN DYNAN,"(1141.5, 1118.6)"
KAREN H WRUCK,"(925.54, 1025.4)"
KAREN POLENSKE,"(1131.5, 884.57)"
KARIM ABADIR,"(1247.2, 1154.3)"
KARIN S THORBURN,"(878.31, 1039.4)"
KARL B DIETHER,"(815.07, 925.58)"
KARL HABERMEIER,"(990.43, 720.34)"
KARL LUDWIG KEIBER,"(851.9, 1155.0)"
KARL SCHMEDDERS,"(1169.6, 974.94)"
KARL V LINS,"(980.92, 1041.2)"
KARL WHELAN,"(1075.3, 825.46)"
KARL-HERMANN FISCHER,"(1050.7, 867.72)"
KARTIK RAMAN,"(918.69, 964.68)"
KASHI NATH TIWARI,"(665.25, 1017.6)"
KASPER ROSZBACH,"(735.29, 750.21)"
KASTURI P RANGAN,"(1053.3, 957.73)"
KATHARINA LEWELLEN,"(887.45, 1089.5)"
KATHARINE BAKER,"(1113.9, 1104.6)"
KATHARINE S NEISS,"(1064.1, 772.16)"
KATHERIN MARTON,"(955.58, 868.31)"
KATHERINE SCHIPPER,"(1155.5, 807.95)"
KATHLEEN FULLER,"(829.14, 989.34)"
KATHLEEN HAGERTY,"(868.9, 1091.7)"
KATHLEEN M KAHLE,"(835.03, 1134.4)"
KATHLEEN O'CONNOR,"(930.94, 1145.4)"
KATHRYN HOLLIDAY,"(1144.7, 649.6)"
KATHY R PETRONI,"(971.13, 1323.8)"
KATHY YUAN,"(1074.9, 1025.0)"
KAUSHIK MITRA,"(865.96, 708.47)"
KAUSIK CHAUDHURI,"(665.14, 1084.0)"
KAY GIESECKE,"(658.53, 1188.6)"
KAYE NEWBERRY,"(903.35, 1190.4)"
KAZUO UEDA,"(1035.9, 629.07)"
KC JOHN WEI,"(782.16, 997.47)"
KEE H CHUNG,"(903.5, 1134.8)"
KEE-HONG BAE,"(936.98, 1027.8)"
KEES G KOEDIJK,"(948.08, 911.45)"
KEES JAN VAN GARDEREN,"(1310.7, 864.1)"
KEHONG WEN,"(1099.4, 1144.8)"
KEI-MU YI,"(1117.2, 767.7)"
KEITH C BROWN,"(954.6, 996.29)"
KEITH CROCKER,"(1104.3, 1142.2)"
KEITH GLAISTER,"(301.89, 321.93)"
KEITH HEAD,"(797.2, 1026.0)"
KEITH HENTHORN,"(718.24, 1107.0)"
KEITH JAKOB,"(1026.1, 1191.0)"
KEITH LEWIS,"(1135.6, 1246.7)"
KEITH SMITH,"(781.64, 1060.6)"
KEITH VORKINK,"(948.52, 1119.7)"
KEMAL SAATCIOGLU,"(871.46, 1197.1)"
KEN B CYREE,"(1033.3, 859.68)"
KEN BECHMANN,"(796.75, 1032.4)"
KEN HOMA,"(1156.8, 1197.3)"
KEN MORSE,"(743.01, 1196.0)"
KEN NUNN,"(837.77, 1324.3)"
KEN S CAVALLUZZO,"(1169.6, 1124.0)"
KEN TALLIS,"(695.22, 1013.0)"
KENJI KUTSUNA,"(1040.0, 1109.4)"
KENNETH A CAROW,"(888.84, 1971.9)"
KENNETH A FROOT,"(1034.1, 1007.7)"
KENNETH A KAVAJECZ,"(970.61, 1065.1)"
KENNETH A KIM,"(796.01, 1067.7)"
KENNETH CARLING,"(673.33, 796.85)"
KENNETH CORTS,"(1173.3, 1233.2)"
KENNETH D GARBADE,"(992.18, 1031.2)"
KENNETH D WEST,"(1114.0, 870.88)"
KENNETH HOUSINGER,"(808.71, 862.31)"
KENNETH J KOPECKY,"(973.21, 743.47)"
KENNETH J SINGLETON,"(1063.0, 1099.4)"
KENNETH KHANG,"(1130.2, 958.13)"
KENNETH KOTZ,"(1144.7, 1152.1)"
KENNETH L JUDD,"(1171.4, 975.15)"
KENNETH M DANIELS,"(812.35, 809.66)"
KENNETH M EADES,"(789.01, 1119.6)"
KENNETH M EMERY,"(1288.2, 992.06)"
KENNETH M LEHN,"(973.49, 1125.1)"
KENNETH M WASHER,"(234.89, 1690.0)"
KENNETH N KUTTNER,"(1047.9, 948.29)"
KENNETH P BREVOORT,"(977.38, 761.13)"
KENNETH R FRENCH,"(995.24, 1059.9)"
KENNETH STEWART,"(1288.2, 774.44)"
KENT D DANIEL,"(1043.6, 1045.3)"
KENT L WOMACK,"(997.46, 1103.0)"
KENT SMETTERS,"(863.36, 1340.0)"
KEREN SIMHONY,"(1253.9, 1117.8)"
KERRY E BACK,"(908.13, 1106.7)"
KERSTIN HALLSTEN,"(798.02, 740.98)"
KERWIN CHARLES,"(1255.6, 901.83)"
KEUNKWAN RYU,"(958.47, 642.6)"
KEVIN B GRIER,"(1317.0, 924.68)"
KEVIN CH CHIANG,"(481.08, 1763.9)"
KEVIN DAVIS,"(996.45, 760.76)"
KEVIN H WANG,"(1048.2, 1101.0)"
KEVIN HALLOCK,"(793.11, 1142.4)"
KEVIN HOOVER,"(1135.2, 758.05)"
KEVIN J MALONEY,"(1055.2, 1220.2)"
KEVIN J MURPHY,"(1057.2, 1072.1)"
KEVIN J STIROH,"(1003.3, 880.25)"
KEVIN MORAN,"(1301.7, 938.51)"
KEVIN R JAMES,"(793.92, 752.08)"
KEVIN SYLWESTER,"(1266.6, 796.1)"
KEVIN TSUI,"(1156.5, 857.26)"
KEWEI HOU,"(988.54, 1079.7)"
KHALED DIAW,"(693.01, 1034.2)"
KI-YOUNG PARK,"(837.1, 835.26)"
KIAN GUAN LIM,"(1019.4, 1302.9)"
KILANI GHOUDI,"(423.89, 1051.3)"
KIM SAWYER,"(849.49, 1449.2)"
KIM ZIESCHANG,"(979.48, 847.93)"
KIM-SAU CHUNG,"(1278.1, 812.86)"
KIMBERLY C GLEASON,"(983.43, 881.38)"
KIMBERLY J RODGERS,"(1084.2, 953.55)"
KIMIE HARADA,"(692.69, 94.639)"
KIRSTEN ANDERSON,"(882.2, 1167.0)"
KISEOK NAM,"(198.29, 1751.9)"
KJ MARTIJN CREMERS,"(1018.8, 1095.2)"
KJELL G NYBORG,"(946.36, 1037.8)"
KJELL HENRY KNIVSFLA,"(633.93, 842.16)"
KJERSTI-GRO LINDQUIST,"(860.01, 786.69)"
KLAAS P BAKS,"(1112.1, 1223.2)"
KLAUS DUELLMANN,"(869.85, 600.04)"
KLAUS FISCHER,"(915.18, 870.5)"
KLAUS GUGLER,"(1285.9, 1236.1)"
KLAUS M SCHMIDT,"(842.4, 956.38)"
KLAUS MASUCH,"(1144.7, 766.28)"
KOBI BRAUDE,"(914.75, 1270.0)"
KODJOVI ASSOE,"(1195.6, 945.93)"
KOHSUKE OYA,"(715.96, 1333.7)"
KOICHI HAMADA,"(1311.9, 823.14)"
KOJI INUI,"(72.696, 1370.6)"
KONAN CHAN,"(1294.9, 1214.2)"
KONRAD STAHL,"(729.36, 1071.6)"
KONSTANTINOS TSATSARONIS,"(904.27, 848.67)"
KOON HUNG CHAN,"(376.99, 1573.5)"
KOSE JOHN,"(969.35, 1013.1)"
KOSTAS GIANNOPOULOS,"(517.49, 931.93)"
KOSUKE AOKI,"(1014.8, 831.27)"
KOTARO SUZUMURA,"(761.35, 825.11)"
KRIS JACOBS,"(1031.8, 1120.0)"
KRIS JAMES MITCHENER,"(764.12, 928.92)"
KRISHNA KUMAR,"(839.55, 810.04)"
KRISHNA PALEPU,"(1013.1, 926.4)"
KRISHNA RAMASWAMY,"(1106.1, 1175.2)"
KRISHNAN MAHESWARAN,"(1033.4, 766.86)"
KRISTIAAN KERSTENS,"(1732.6, 2008.6)"
KRISTIAN RYDQVIST,"(907.54, 1013.9)"
KRISTIN J FORBES,"(1055.4, 836.72)"
KRISTINA ZVINAKIS,"(731.29, 898.94)"
KUMAR VENKATARAMAN,"(1003.7, 1146.9)"
KWAKU K OPONG,"(350.44, 1377.9)"
KYLE LUNDSTEDT,"(1186.1, 775.94)"
KYRIAKOS CHOURDAKIS,"(1114.0, 1324.0)"
KYUNG SUH PARK,"(1020.7, 947.91)"
KYUNG-CHUN MUN,"(225.59, 534.64)"
L PAIGE FIELDS,"(745.45, 963.3)"
L TEPLA,"(1075.9, 1245.4)"
LA GIL-ALANA,"(240.51, 1510.4)"
LAFARNI BULAN,"(771.25, 949.59)"
LALATENDU MISRA,"(813.34, 1208.9)"
LAMBROS PECHLIVANOS,"(725.16, 1054.2)"
LAN ZHANG,"(1201.5, 1226.6)"
LANCE A FISHER,"(1307.6, 1034.9)"
LANCE NAIL,"(907.02, 972.6)"
LANCE WHITAKER,"(1121.7, 726.46)"
LARA TIEDENS,"(1089.6, 984.08)"
LARISSA KYJ,"(776.35, 749.91)"
LARRY BAUER,"(1088.0, 1183.2)"
LARRY D WALL,"(1013.0, 950.17)"
LARRY ECKOBEN,"(944.57, 791.28)"
LARRY G EPSTEIN,"(1058.2, 1109.5)"
LARRY GOLDBERG,"(968.29, 857.27)"
LARRY JONES,"(1284.2, 1013.6)"
LARRY L DUCHARME,"(869.18, 1172.0)"
LARRY MERVILLE,"(1111.2, 1001.3)"
LARRY NEAL,"(756.74, 947.42)"
LARRY PROMISEL,"(859.95, 889.82)"
LARRY Y DANN,"(855.53, 1050.8)"
LARS EO SVENSSON,"(1032.2, 780.26)"
LARS NORDEN,"(1084.2, 889.41)"
LARS OXELHEIM,"(1767.8, 238.0)"
LARS PETER HANSEN,"(1100.4, 1055.9)"
LARS SORGARD,"(731.26, 888.53)"
LARS TYGE NIELSEN,"(1033.5, 1221.3)"
LASSE H PEDERSEN,"(1037.2, 1043.2)"
LATHA SHANKER,"(766.24, 260.0)"
LAURA BOTTAZZI,"(528.42, 1090.4)"
LAURA CASARES FIELD,"(937.19, 1005.1)"
LAURA FRIEDER,"(1038.0, 1189.0)"
LAURA LINDSEY,"(840.41, 1083.9)"
LAURA T STARKS,"(945.16, 1094.7)"
LAURA VELDKAMP,"(874.72, 1245.5)"
LAURENCE BALL,"(969.89, 798.72)"
LAURENCE BOOTH,"(1085.9, 1154.3)"
LAURENCE J MAUER,"(2045.8, 1690.0)"
LAURENCE KOTLIKOFF,"(770.39, 1141.0)"
LAURENS DE HAAN,"(1265.4, 766.08)"
LAURENT CLERC,"(803.37, 1094.6)"
LAURENT GERMAIN,"(873.96, 1051.3)"
LAURIE KRIGMAN,"(918.89, 1089.6)"
LAURIE SIMON HODRICK,"(960.23, 1124.3)"
LAWRENCE AUSUBEL,"(1015.4, 812.42)"
LAWRENCE D BROWN,"(1179.5, 1037.1)"
LAWRENCE E HARRIS,"(895.53, 1118.3)"
LAWRENCE G GOLDBERG,"(761.92, 1172.3)"
LAWRENCE J CHRISTIANO,"(1071.4, 868.12)"
LAWRENCE J WHITE,"(1005.2, 933.13)"
LAWRENCE KATZ,"(1219.0, 971.91)"
LAWRENCE KRYZANOWSKI,"(979.48, 1216.4)"
LAWRENCE M BENVENISTE,"(893.94, 979.56)"
LAWRENCE R GLOSTEN,"(1049.2, 1058.4)"
LAWRENCE RADECKI,"(1035.1, 753.8)"
LAWRENCE SUMMERS,"(877.07, 963.45)"
LEE ALSTON,"(763.82, 839.96)"
LEE E OHANIAN,"(1147.1, 991.3)"
LEE HEAVNER,"(1176.7, 952.22)"
LEE PINKOWITZ,"(1031.7, 995.57)"
LEE SANNING,"(874.87, 763.69)"
LEE-BATH NELSON,"(1178.8, 1194.2)"
LEE-SEOK HWANG,"(1334.5, 1166.2)"
LEI FENG,"(912.4, 1016.3)"
LEI YU,"(910.28, 1086.7)"
LEIF ANDERSEN,"(939.36, 654.12)"
LEIF DANZIGER,"(936.73, 742.92)"
LEIGH A RIDDICK,"(1114.0, 1108.8)"
LEIGH DRAKE,"(505.85, 84.0)"
LEMMA W SENBET,"(1035.3, 950.36)"
LEN MILLS,"(943.69, 625.95)"
LEN UMANTSEV,"(1154.8, 1079.4)"
LENORE ROBBINS,"(1191.3, 1101.9)"
LENOS TRIGEORGIS,"(1306.4, 943.41)"
LEO GUZMAN,"(1125.1, 1027.1)"
LEONARD I NAKAMURA,"(950.83, 852.15)"
LEONARD ROSENTHAL,"(1224.5, 926.54)"
LEONARDO AUERNHEIMER,"(1302.5, 657.9)"
LEONARDO BARTOLINI,"(857.27, 809.55)"
LEONARDO BECCHETTI,"(1059.2, 875.76)"
LEONARDO FELLI,"(823.5, 1157.1)"
LEONARDO GAMBACORTA,"(900.32, 891.93)"
LEONARDO LEIDERMAN,"(710.58, 1090.7)"
LEONARDO S ALENCAR,"(1080.6, 716.26)"
LEONHARD KNOLL,"(832.94, 1217.7)"
LEONID KOGAN,"(1029.6, 1041.5)"
LEORA F KLAPPER,"(980.21, 986.46)"
LEROY BROOKS,"(804.99, 1340.4)"
LES VOSPER,"(426.53, 958.22)"
LESLIE M MARX,"(856.4, 1110.9)"
LEVENT GUNTAY,"(996.54, 971.04)"
LEWIS J SPELLMAN,"(845.05, 1072.8)"
LEWIS JOHNSON,"(1273.7, 1149.9)"
LI HAO,"(1181.1, 858.29)"
LI JIANG,"(1702.4, 564.15)"
LI JIN,"(910.94, 1074.5)"
LI WEI,"(762.02, 1175.9)"
LI-ANNE WOO,"(1107.5, 782.16)"
LI-GANG LIU,"(961.71, 1305.1)"
LIAM BRUNT,"(1208.5, 1002.3)"
LIJUN LIN,"(814.27, 996.09)"
LIL MILLS,"(965.66, 1210.6)"
LILIAN K NG,"(819.35, 1166.3)"
LILIANA ROJAS-SUAREZ,"(1106.6, 648.74)"
LILY HUA FANG,"(1034.1, 1065.3)"
LILY XIAOLI QIU,"(1202.5, 1130.0)"
LIN GUO,"(964.57, 791.15)"
LIN PENG,"(1214.5, 982.05)"
LINDA A TOOLSEMA,"(1047.7, 858.57)"
LINDA ALLEN,"(1019.9, 920.17)"
LINDA DEANGELO,"(1000.4, 1030.2)"
LINDA GOLDBERG,"(991.25, 873.95)"
LINDA L TESAR,"(1032.3, 961.39)"
LINDA S BAMBER,"(1268.7, 764.75)"
LIONEL MARTELLINI,"(1142.8, 1107.0)"
LIOR MENZLY,"(877.99, 1019.9)"
LISA A KRAMER,"(874.0, 1297.0)"
LISA FAIRCHILD,"(838.51, 1184.2)"
LISA MEULBROEK,"(1078.8, 1151.4)"
LISA RYU,"(962.06, 853.35)"
LIUREN WU,"(1111.4, 1087.5)"
LIXIN COLIN XU,"(925.45, 797.62)"
LJUBINKO JANKOV,"(1009.3, 755.09)"
LLOYD KURTZ,"(1300.4, 1002.5)"
LOIC SADOULET,"(818.74, 1069.1)"
LOIS LIGHTFOOT,"(904.32, 1174.0)"
LONG CHEN,"(970.35, 1125.3)"
LOREN BRANDT,"(1099.4, 923.64)"
LORENZO A PREVE,"(806.79, 1235.9)"
LORENZO FORNI,"(1008.4, 1209.4)"
LORENZO GARLAPPI,"(906.82, 1075.3)"
LORETTA J MESTER,"(971.8, 920.63)"
LORI WALSH,"(978.9, 1303.4)"
LORIANA PELIZZON,"(668.02, 838.46)"
LORIN HITT,"(1019.9, 1264.7)"
LORNE N SWITZER,"(887.14, 1323.1)"
LOUIS GAGNON,"(1235.1, 1209.6)"
LOUIS H EDERINGTON,"(880.8, 999.03)"
LOUIS J MACCINI,"(716.09, 825.48)"
LOUIS KAPLOW,"(888.86, 935.61)"
LOUIS KC CHAN,"(1079.9, 1031.2)"
LU ZHANG,"(1024.6, 1054.5)"
LU ZHENG,"(1008.6, 1096.0)"
LUBOMIR LITOV,"(1016.8, 965.24)"
LUBOS PASTOR,"(1011.2, 1050.2)"
LUC LAEVEN,"(963.76, 952.41)"
LUC RENNEBOOG,"(1209.4, 942.39)"
LUC WATHIEU,"(1136.8, 1042.1)"
LUCA BENATI,"(1077.0, 910.34)"
LUCA BENZONI,"(1026.7, 1142.5)"
LUCA FILIPPA,"(822.9, 1007.2)"
LUCA SESSA,"(867.66, 821.27)"
LUCIAN A BEBCHUK,"(961.23, 1035.1)"
LUCIAN A TAYLOR,"(1140.8, 1063.5)"
LUCIE TEPLA,"(1084.3, 1204.0)"
LUCIO SARNO,"(850.38, 962.4)"
LUCIO SCANDIZZO,"(932.57, 799.53)"
LUCJAN T ORLOWSKI,"(1109.5, 815.92)"
LUCREZIA REICHLIN,"(1202.1, 1049.1)"
LUCY F ACKERT,"(1196.9, 998.09)"
LUCY WHITE,"(868.88, 997.67)"
LUDAN LIU,"(1140.0, 1145.3)"
LUDGER HENTSCHEL,"(1095.6, 1114.9)"
LUDGER LINNEMANN,"(234.69, 182.64)"
LUDOVIC PHALIPPOU,"(1161.6, 1123.4)"
LUIGI FEDERICO SIGNORINI,"(737.23, 726.81)"
LUIGI GUISO,"(1028.4, 929.87)"
LUIGI ZINGALES,"(963.71, 1005.6)"
LUIS CABRAL,"(850.45, 942.4)"
LUIS GARICANO,"(1248.5, 1053.4)"
LUIS GRANERO,"(812.87, 658.94)"
LUIS M VICEIRA,"(1033.6, 1084.3)"
LUISA TIBILETTI,"(689.46, 997.05)"
LUKASZ POMORSKI,"(1123.8, 1127.4)"
LUTZ KILIAN,"(1151.5, 1060.2)"
LYNN DORAN,"(1186.1, 1013.4)"
LYNN KUGELE,"(904.96, 1220.8)"
LYNN PI,"(1068.3, 895.28)"
LYNN WOOSLEY,"(996.99, 844.34)"
LYNNE SAGALYN,"(996.97, 1291.5)"
